,body,title,url
30,"

QR Code Link to This Post


We are looking for users to participate in a paid 60-min zoom video call to test out and provide feedback on a few different social video apps. 

To be selected:
1. Fill out this form:  https://drivetimefm.typeform.com/to/pqsYWrjS
2. We will email you if there is a match by 11/8/20
3. We will send you a link to schedule a time for the zoom video call
4. After the study, we will send you a $50 amazon gift card
",Do you use social video apps? Paid ($50) user research.,https://seattle.craigslist.org/see/cpg/d/seattle-do-you-use-social-video-apps/7225531933.html
31,"

QR Code Link to This Post


Reaching out to senior-level professionals to participate in a strategic research project about AI Experiences in the workplace. We are an independent third party and will be utilized to inform our client's strategy. Our client is a global company, with a wide range of offerings and is known as one of the top tech firms. If you do qualify for the project, we would like to conduct an interview with you online, like a video call. The interview will be conducted on an individual basis, i.e. just you and an interviewer, and would last up to 90 minutes. We will need you to openly share your experiences with us, about how you and your company address certain situations in the workplace. We would provide a link for you to access the discussion. For your time and candor, you will be compensated $250. If you are interested in participating, please sign up and take the survey to see if you qualify!

Space is limited, subject to availability. Criteria for qualification is subject to change at any time, and without notice.

https://focusgroups.org/focusgroup/ai-professionals/5d3efcd9-cd00-4629-8063-531f68053f1a/ ",ONLINE FOCUS GROUP FOR AI PROFESSIONALS - $250,https://seattle.craigslist.org/see/cpg/d/seattle-online-focus-group-for-ai/7225149965.html
32,"

QR Code Link to This Post


Introducing Fittraction

A hybrid approach to wellbeing. We've all been through a tough patch with fitness this year due to COVID. Our platform is here to combine exercise, nutrition, goal setting & meditation in a fun way to help you reach and maintain your Fitness Goals. Get ready for the new year now. We're launching a new private version of our app & would you to join us on a zoom call to participate in a Usability Study. For your feedback, we'll give you offer free personal training for 2 weeks for continual feedback.

www.fittraction.com

To participate


* You must live in the King County, Wa area
* You must be between 25 and 50 years old,
* You must provide feedback through customer surveys.
* Female preferred but all welcome. 


Interested?

Reply to this email with your name, age, profession, phone number & fitness goals. We'll reach out to you.

",Fitness App Beta - Free 2-week Personal Training Trial,https://seattle.craigslist.org/see/cpg/d/seattle-fitness-app-beta-free-week/7224959193.html
33,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking experienced G Suite Enterprise users to share their feedback in online, remote research sessions. Participate in a 90-minute session and get paid $200 for your time--just for sharing your opinion!

Interested? Respond to this ad via email with an answer to the following:

What type of tasks do you typically use the Admin Console for? Please describe your personal use of G-Suite Admin Console in 2-3 sentences

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for experienced G Suite Enterprise users,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for/7224296024.html
34,"

QR Code Link to This Post


We are looking for senior engineers to help our customers with some remote and onsite work at their local offices.

Sample of skills needed:
• Maintain and troubleshoot Windows powered IT environments
• Operate on-site and remotely to analyze and fix both urgent and lingering issues related to reliability, protection, capacity, accessibility, and overall functionality
• Install, setup and troubleshoot applications on Windows Servers.
• Design information technology architectures including virtualized infrastructures and private/dedicated/hybrid cloud designs
• Efficient system architecture and proactive server monitoring

Hours are at your convenience.
Please send resume to be considered for a phone interview.    ",Sr. IT Consultant,https://seattle.craigslist.org/see/cpg/d/seattle-sr-it-consultant/7224222640.html
35,"

QR Code Link to This Post


Need help with statistic homework.

Will pay $ 100 for help with 50 homework questions. 

Need proof that you have credentials and experience with psychology statistics. Will meet through zoom or google meet only. 

Must have zelle or Venmo for payment.    ",Statistic Tutor,https://seattle.craigslist.org/see/cpg/d/bellevue-statistic-tutor/7224077736.html
36,"

QR Code Link to This Post


We are a network of Architects and Engineers specializing in residential design. We are looking for a Hiring Specialist that can help us find qualified technologists for contract drafting and permit work. This opportunity is a temporary gig, however, this might take a few weeks to accomplish and we will have other HR type duties as time goes on. Please respond with your contact number and email address.    ",Hiring Expert Needed for Finding Remote Technologists,https://seattle.craigslist.org/see/cpg/d/bellevue-hiring-expert-needed-for/7224076437.html
37,"

QR Code Link to This Post


compensation: $15-25hr 

Looking for help calling storage facilities to see if they are interested in selling. I have a script and will provide list of facilities - no experience in real estate necessary. Calls can be done from anywhere you have service and internet connection. Looking for 2-3 hours/day, 4 days per week - flexible as to when those hours are, just need them to be completed within the time frame of 7am-2pm.    ","Cold caller needed, perfect for student",https://seattle.craigslist.org/see/cpg/d/seattle-cold-caller-needed-perfect-for/7224074268.html
38,"

QR Code Link to This Post


Here is an awesome and easy to talk about Opportunity to help people save money on the things they spend money on already. Average savings are $5,000 to $10,000 per year,

And they are paying us to help people save money.

It's a 14 year old company with an A+ Rating that's doing a Global Expansion right now.

Don't miss this.
Only the first 10,000 people can pre-enroll for free so lock in your spot now.

Go to this site and Pre-Enroll for free right now.

The Launch is about to happen, so get your Spot Locked in for free right now.

We will all upgrade to the tiny $20 to save thousands!

Go to this link now...

>>> https://teamone.SavingsHighwayGlobal.com
",✅Here is the Easiest Plan B that Anyone Can Do ✅,https://seattle.craigslist.org/see/cpg/d/riverview-here-is-the-easiest-plan-that/7223724868.html
39,"

QR Code Link to This Post


Need a task done for my website to improve its online presence, if you are a local in Olympia, Washington, please contact me for more details. Easy instructions will be provided.    ",Website Presence Assistance,https://seattle.craigslist.org/oly/cpg/d/olympia-website-presence-assistance/7223133312.html
40,"

QR Code Link to This Post


Honeybee is a community marketplace for paid research study opportunities. Discover and join remote research studies on Honeybee from the comfort of your own home. Learn more about yourself while earning.

Visit us at https://join.honeybeehub.io/seattle_gig ",Looking for a new side hustle? Participate in online research studies!,https://seattle.craigslist.org/see/cpg/d/seattle-looking-for-new-side-hustle/7222930587.html
41,"

QR Code Link to This Post


Need someone to help me get started with Facebook, Youtube and Instagram ads.  This is about a 3-5 hour project.  Ideal candidate will also have extensive knowledge of Youtube and podcasting.    ",Facebook Ads Consultant,https://seattle.craigslist.org/see/cpg/d/seattle-facebook-ads-consultant/7222850477.html
42,"

QR Code Link to This Post


In search of a talented PR person, with strong knowledge in marketing and advertising and a strong interest in technology, to represent our brand during on camera interviews in the Seattle, Washington Area. Please note that necessary precautions will be taken to ensure your safety amid this COVID crisis.

The ideal candidate must be articulate, comfortable discussing issues related to online privacy on camera, and be able to meet with interviewers in the Seattle vicinity. He or she must also be willing to learn about our company and our products prior to being sent out for appearances. 

This will be for a one-time appearance, but we are open to sending the ideal candidate to represent us at other venues in the future. You will be paid on an hourly basis for the duration of any interview or appearance you make. If interested, simply reply to this posting’s email with a resumé. Thanks    ",Tech Product Brand Ambassador,https://seattle.craigslist.org/see/cpg/d/seattle-tech-product-brand-ambassador/7222610250.html
43,"

QR Code Link to This Post


Job Description

Pactera Edge is Hiring Candidates with good attitude and quality oriented. Candidates who are somewhat familiar to databases and notion of tables, columns and values.

They should understand the guidelines and instructions in English and perform their work in corresponding foreign language(French)

Work will include:-

The Support Relevance Judge will be responsible to read and analyze these questions and evaluate if the information provided by the Bot is useful to the user.

Responsibility:

• Judge each query uniquely and with focused attention in foreign

language(French)

• Help to prepare good quality data.

• Respond to guideline ambiguities/changes/updates from Engineers.

• Apply those changes while moving between different assignments daily.

• Aim to reduce ambiguity, errors, problems while responding to Engineers.

• Authoring knowledge like table names, attribute names, aliases, natural language expression in foreign language.

• Creating sample data and records in foreign language

• Evaluate quality of mined data like synonyms or city names or company names, abbreviations, etc.

• Preparing training data for machine learning model in foreign language

• Write and improve project guidelines.

Candidate requirements:

• Bachelor's degree in Computer Science or related with IT or Mathematics.

• Excellent English both written and oral.

• Good research skills to analyze the possible intents behind user search queries.

• Ability to do research on web for information for multiple entities and validate the data.

• Knowledge of Microsoft Operation System, Microsoft products.

• Ability to articulate the problem in a concise and accurate way and report it.

• Ability to follow the guidance and do time bound tasks with efficiency.

• Knowledge in Relational Databases.

(During Lockdown) Candidates will work from home due to Covid, but they need to be located in the Seattle area since they should be able to work from the client’s site when lockdown is lifted.

Duration - 6months

Pay rate- $19/hour    ",Data Analyst-French,https://seattle.craigslist.org/see/cpg/d/seattle-data-analyst-french/7222447821.html
44,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking professionals who use Business Intelligence (BI) reporting tools to share their feedback in an online, remote study. Give us your opinion in an hour-long session and get paid $150 for your time!

If interested, respond to this ad via email with an answer to the following:

What BI reporting tool(s) do you use?

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for Business Intelligence reporting tool users,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for/7222447286.html
45,"

QR Code Link to This Post


We're looking for a new team member to join our small design shop as sort of a jack of all trades. A little design, a little dev, a little project management. This is a part time gig. 10-15hrs a week with potential for growth into part or full time for the right person. This is a small gig but the right person will be able to respond to tasks promptly throughout the week. This is a remote position but looking for someone somewhat local. We also do weekly zoom calls which you may need to attend.

Requirements:

1. Communication
This is a client facing position so STRONG communication and organization skills are the most important aspect of this position. We are looking for someone highly detailed but also someone who is basically a people person- loves to communicate and loves to make clients happy! A great writer is also a must as the right candidate will be communicating primarily on email but also through other channels. A highly organized personality is a must for this position as many projects may be on your plate at the same time. Communicating with the client and completing what they need but also communicating with other designers, developers and managers if the project is more complex. Experience working within a creative team is a must.

2. Design and Development
We are looking for a junior designer/developer that can take on small design requests and changes needed for web and print. Must have experience with Adobe creative suite, Sketch, and other design platforms. Updates to current websites, email campaigns, Wordpress, and basic knowledge of HTML and CSS is required.

List of specific requirements:

    Daily client communication and support for web content updates and questions (primarily Wordpress)
    Email newsletter support and asset setup (primarily Mailchimp)
    Email newsletter template setup (primarily Mailchimp)
    Social media asset creation
    Basic image editing in Photoshop
    Production design experience editing and updating documents in Illustrator, Indesign, and Photoshop
    Creating and editing presentations in Powerpoint
    Working directly with Senior Developer to communicate and manage client updates for large-scale websites
    Perform Bi-Annual Wordpress updates and troubleshoot any compatibility issues
    Basic knowledge of HTML and CSS
    Knowledge of working with wordpress themes to modify existing websites
    Train and provide support to clients for how to maintain their websites
    Experience with the Wordpress Divi theme is a huge plus
    Experience with Webflow is a plus
    Experience working directly with client, project managers, designers and developers to deliver projects on time and of high quality

If you are confident that this is the right skill set for you, please respond accordingly:
Respond with ""I CAN DO IT ALL!"" in your subject line.
(We will just delete emails that don't have this - trying to weed out folks that aren't reading this)
Include a short paragraph about why you're a good fit and some of your previous job experience.
Feel free to send a link to a portfolio if you have one and resume if you have one.

Thanks!    ",Junior Designer / Front End Developer with strong communication skills,https://seattle.craigslist.org/est/cpg/d/north-bend-junior-designer-front-end/7222385301.html
46,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking Dev/DevOps and IT professionals who work in small companies to give us their feedback in remote, online study sessions. Share your opinion in an hour-long session and get paid $125 for your time!

Interested? Respond to this ad via email with an answer to the following:

What Cloud Service Providers you are currently using?

(Only complete, coherent answers will be considered. Thank you!)
",PAID research study for Dev/IT pros in small companies,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for-dev-it/7222303548.html
47,"

QR Code Link to This Post


Hello! 

My name is Christen and I am starting to learn programming, and I and want to find someone who is knowledgeable in programming and Python specifically, and can help walk me though this code challenge, so that I learn how to do it on my own. I have been studying the basics and just need a good push in the right direction.

If you are experienced in Python and have a couple of hours you can dedicate to helping me understand the code challenge and how to properly create a program in Python to solve it, I would really love to hear from you. 

I am also more than happy to compensate you, and we could talk about what seems fair to us both. ( I don't have a lot of $ right now with Covid making work harder to find, but I am more than happy to pay something fair!    ",Tutor me in Python for 1 code challenge,https://seattle.craigslist.org/see/cpg/d/seattle-tutor-me-in-python-for-code/7222013773.html
48,"

QR Code Link to This Post


We are looking to recruit a Field engineer/Tech or two for some (at the moment) part-time but ongoing work in the greater Seattle area. We are looking for individuals with a broad range of tech and handy skills to fulfill our client’s needs. Some tasks may include but are not limited to;

Light computer tech work
Security cameras – Installation, maintenance and support
Smart home devices – Installation and setup
TV mounting – Mostly residential

If you think your skill sets fit our needs, please reach out to me to discuss this opportunity and include your contact details.

*If you are listed as an FE on Field Nation please include your ID# in your response
**I have responded to everyone, if you haven't seen it please check your junkmail or repond again with your contact details.
",Looking for local Techs,https://seattle.craigslist.org/see/cpg/d/lynnwood-looking-for-local-techs/7222001891.html
49,"

QR Code Link to This Post


Job brief
We are looking for someone to fill an entry-level position in real estate. Th Real Estate Assistant's responsibility will mainly be marketing all listings .This is also a great opportunity for someone looking to grow their career in real estate.

             Responsibilities

- Display and market real property to possible buyers on free classified sites like Craigslist.

- Post company's ads on social media including Facebook, Twitter, LinkedIn, and additional channels that may be deemed relevant.

- Manage email and other accounts.

- Maintain and update listings of available properties.

- Develop networks or groups.

- Promote jobs through advertisements and listing services.

- Remain knowledgeable about real estate.

              Requirements

- No real estate experience necessary

- Familiar with social media

- Ability to work independently

- Hardworking and reliable

Contact: Mr. Fedric(Human Resource Department)



Phone #:(916) 877-5308 (text only)



Job Types: Full-time, Part-time, Temporary



Salary: $400.00-500.00/weekly


If job description sounds like what you can do, contact Mr.Frederic TEXT ONLY.    ",MAKE MONEY FROM YOUR HOME!,https://seattle.craigslist.org/see/cpg/d/seattle-make-money-from-your-home/7221801592.html
50,"

QR Code Link to This Post


Experis is moving into the artificial reality industry. We're looking for individuals interested in testing new artificial reality equipment, please find the job details below and respond back if interested.

RESPONSIBILITIES: 
Wear AR glasses and capture photos and videos in various environments as assigned 
Photos can be taken by family members as well 
25 photos/25 videos (1 minute or less) taken each day for five days each week 
Secure NDAs and/or Photo Releases from all subjects 
Download photos and videos to the provided phone and upload data into the cloud service by using a pre-installed application 
Submit daily status sheets 
Adhere to security measures to protect the confidentiality of the devices at all times 
Follow all instructions diligently and comply with study protocols in order to allow for the collection of quality data (non-blurry photos meeting assigned subjects) 
Troubleshoot equipment problems at home alongside virtual technical support 
Complete data collection projects in a timely fashion 
Participate in all activities designed to maintain data reliability/integrity, and attend trainings and other scheduled meetings 

QUALIFICATIONS: 
Must be 18 years of age or older.  
High school diploma or equivalent 
Proficient in spoken and written English 
Authorized to work in the U.S. 
Reside in non-populated area  
Comfortable with technology and able to follow basic troubleshooting steps 
Familiarity with a smartphone 
Capable of following oral and written instructions (in person or over recorded or live video conferencing). 
Able to efficiently complete projects with diligence. 

PREFERRED QUALIFICATIONS: 
Have children 6+ in the home (not required)
Have dogs/cats (not required)
Active in outdoor activities (not required)    ",AR (artificial reality) Testing Opportunity (6 months),https://seattle.craigslist.org/see/cpg/d/redmond-ar-artificial-reality-testing/7221766787.html
51,"

QR Code Link to This Post


Position available for Lead Full Stack Software Developers with a passion for entrepreneurship and coding as a Joint Venture partner for a Proof of Concept startup. This is a bootstrap startup with a kick-ass platform. There is NO upfront salary! There is an equity stake once we go to the market. We are all very passionate, dedicated, and highly skilled in our talents. We are all bringing our strengths to the table.  

The perfect candidate for this project is someone DOMESTIC ONLY, No Firms. The time expectations are manageable, with an available build timeline of 8 months. All of the pre-dev, graphics, go-to-market strategy and sales side are ready to go. 

This project is excellent if you are looking for:
- An agile, highly collaborative team where you have a voice and input on technical decisions.
- Work-life balance: Flexible schedule with assignment deadlines met promptly. 
- An entrepreneurial adventure, which will gain great field-related experience.
- You will get a piece of the pie for all of your hard work!

Other positions we are looking for are (US-based candidates ONLY - Remote preferred). No Firms, Please!
UX/UI designer 
Full Stack Engineer
Backend Engineer
Webpage Design

Please submit your resume to fv.seattlejobs  geez-mail
",Join our Bootstrap Start up - equity position,https://seattle.craigslist.org/see/cpg/d/renton-join-our-bootstrap-start-up/7221501189.html
52,"

QR Code Link to This Post


PLEASE DO NOT FLAG - RESEARCH STUDY
Do you use CBD products? If you have heard of or used CBD products and are 18 years or older, you may be eligible to complete this study on CBD! The study includes one 30-60 minute online survey about your thoughts, feelings, and behaviors, as well as your opinions about CBD.

BENEFITS: If you complete the survey, you will be entered into a random drawing and given a chance to win 1 of 8 $25 prizes!

Complete a screening survey to find out if you are eligible: https://lsu.qualtrics.com/jfe/form/SV_aY8M1AXoe5WEo17 ",[RESEARCH STUDY] Do you use CBD?,https://seattle.craigslist.org/see/cpg/d/seattle-research-study-do-you-use-cbd/7221468340.html
53,"

QR Code Link to This Post


We pay cash for your opinions!

Join our research panel to start earning cash rewards! Share your thoughts in our paid market research studies. Participate in online focus groups, telephone interviews and product testing, where you can make extra money by helping companies learn what you think of their products and services.



Want to see more? Check us out.... 


",CASH for your opinion!,https://seattle.craigslist.org/see/cpg/d/seabeck-cash-for-your-opinion/7220442280.html
54,"

QR Code Link to This Post


When thinking about your debt, how does it make you feel? What struggles do you face when paying down your credit card debt?

We’re looking for folks in the Greater Seattle Area / the US🇺🇸 to tell us their stories and struggles with credit card debt. Our team has 80+ years working in the tech and financial industries and we’re now working to un-rig banking systems that favor the banks over the customers. We’re building a new app focusing on Personal Finances that will help people attack their debt while being empowered to build their savings. Our goal is to level the field by helping you make smart money moves.

For filling out our survey, you will get early access to the app before it even hits the market and if you are selected for an interview, you will get rewards like an Amazon gift card and our eternal gratitude for helping make our app better for you.

🖥 All of the studies are remote.

👉 Apply / Learn more: https://wovenresearch.typeform.com/to/xfiSU1nf?utm_campaign=W43&utm_content=cc-debt-02&utm_source=craigslist-sea-gigs&utm_term=costco

Incentive - $40 Amazon gift card for approx 1 hour usability interview if you are invited to participate in the research after applying at the link above; early-access/rewards if invited to the Beta app

Please note that to be eligible for one of the research benefits above you need to be invited after being selected from the application you submit at the link above.
",Greater Seattle Area Residents with COSTCO Credit Cards,https://seattle.craigslist.org/see/cpg/d/seattle-greater-seattle-area-residents/7219830703.html
55,"

QR Code Link to This Post


Hello -

I'm looking for a truly knowledgeable and experienced system administrator to design and implement a Pi-Hole based network setup in my home in Kirkland. I am a software developer with a few machines at home and want to have someone who is well-qualified to come in and set up a Pi-hole system and update my DNS setup to use a local caching DNS server for all my home devices and systems to use ahead of my existing internet router and cable modem.

You really need to know what you're doing to succeed with this gig. Knowledge of Pi-hole devices, IP/TCP networking experience and DNS experience is absolutely critical.

If you're a good fit, you probably have many years of experience on Linux and/or macOS systems, and a fair amount of experience on Windows systems. 

I'm an older software engineer with about 30 years of software development experience. I would welcome having someone I can call on from time to time to help with systems administration work and perhaps some programming in Java, Perl and Linux / macOS environments.    ",System administration gig - networking,https://seattle.craigslist.org/est/cpg/d/kirkland-system-administration-gig/7219713585.html
56,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking upper level business decision makers to give us their feedback in online, remote research study sessions. Your opinion is valuable--get paid for it!

Interested? Respond to this ad via email with an answer to the following:

In a few words, describe what your organization does.

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for upper level business decision makers,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for-upper/7218987336.html
57,"

QR Code Link to This Post


Looking to fill positions right away
Basic positions is to assist our virtual users with setting up our simple software. Primary responsibilities include working with customers. There is no experience needed to apply, we provide all of the training. There isn’t any cold calling. The pay is based on sales but you won't have to sell. We are willing to work around your schedule. Must be self motivated, and able to follow our proven training. Must have internet connection, phone and or computer desktop/laptop.

Give us a call to apply or register ( 551)-299-0649
",Virtual Agents- Paid Daily $175-$300 Per Day,https://seattle.craigslist.org/see/cpg/d/seattle-virtual-agents-paid-daily-per/7218646446.html
58,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking batch and non-batch processing users to give us their feedback in online, remote study sessions. Share your opinion and get paid for your time!

Interested? Respond to this ad via email with a response to the following:

How do you use batch or non-batch processing?

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for non-AWS batch processing users,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for-non-aws/7218500795.html
59,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking finance and business professionals who work in higher education to share their feedback in remote, online research study sessions. Give us your opinion and we'll pay you for your time!

If interested, respond to this ad via email with an answer to the following:

Do you analyze enrollment data to model and forecast tuition requirements?

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for finance & bus. professionals in higher edu.!,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for-finance/7218456706.html
60,"

QR Code Link to This Post


Job Description

Pactera, leading industry in localization and globalization services, is looking for in-house transcribers to work with us in our Redmond, WA office.

These transcribers will work on a project for our well-known worldwide IT client.

Working hours: 29 hours/ week

Location: Redmond, in-office

Job Type: Part-time

Salary: $14.00 /hour

Role Responsibilities

· Download existing transcription file and audio file (provided by Pactera)

· Listen to the recording.

· Verify that the transcription represents the recording

· Identify Speaker Name

· Edit Transcription segments

· Insert tags when necessary (background noise or additional voices)

· Submit the task

REQUIREMENTS

· Ability to transcribe English text from audio

· Ability to closely follow guidelines

· Ability to learn new software quickly

· Must type at least 55 words per minute.

· Must be able to proof own work and be at least 98% accurate.

· Impeccable attention to detail

· Must be able to work on-site in Redmond office

Preferred Skills:

· Past transcription experience preferred.

· Past working experience as content writer, journal editor or other writing experience.

· Good technical and data management skills.

· Good problem-solving and analytical skills.

· Experience in data entry and computer query procedures using a variety of software applications such as Microsoft Office Suite (Excel, Word and Outlook).

Training and guidelines will be provided.

To be selected you have to pass a screening test.

We are looking forward to meeting you!

Please share a good phone and email id to reach out to you while applying    ",Fresher-Data Analyst,https://seattle.craigslist.org/see/cpg/d/seattle-fresher-data-analyst/7218249540.html
61,"

QR Code Link to This Post


We are a boutique web design/development firm in Miami and we've been around since 2006, working with businesses and organizations small and large to create websites, integrate technology solutions, and build applications. 

View some of our recent work below:

Honeywell- https://honeywellwatercoolers.com
Renna Jewels - https://rennajewels.com
Briutcare - https://briutcare.com

Pricing typically starts at $5000+ for a basic website. We build websites, apps, and other software applications. Give me a call to speak further. 


SimpleSolutionsfs.com
m. 786.474.2907    ",Boutique Web Design/Development Firm accepting new clients,https://seattle.craigslist.org/see/cpg/d/seattle-boutique-web-design-development/7217797081.html
62,"

QR Code Link to This Post


We are hosting a paid legal focus group on a video conference call on 10/26!

Details and application: http://pipelinerecruiting.net/seattle-legal ",Online legal focus group - 10/26,https://seattle.craigslist.org/see/cpg/d/seattle-online-legal-focus-group/7217589329.html
63,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking professionals who use collaborative tools in their jobs--if this is you, your opinion is valuable! Give us your time and feedback in an online, remote study session and get paid for it.

Interested? Respond to this ad via email with an answer to the following:

Do you use any following tools do you use for work or school? 
Coda, Airtable, Monday.com, Sharepoint, Office Works

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for collaborative tool users,https://seattle.craigslist.org/see/cpg/d/seattle-paid-research-study-for/7217555852.html
64,"

QR Code Link to This Post


We’re a non-profit tech company researching how American voters participate in politics and interact with campaigns and causes. We are looking to interview voters who qualify for our study.

To participate in the interview, you must be 18+, eligible to vote, and able to join a video chat online. The interview is virtual/remote with 1-2 researchers and will last approximately an hour. If you are selected for the interview, compensation is a $50 Amazon gift card after completing the interview. Your responses will be anonymized and shared only with the team.

If you are interested, please fill out this 5-10 minute survey so we can learn more about you:
https://forms.gle/cS7Pnm4PQLNBZkkr5

We’ll be in touch with those who qualify by email.

Thank you!    ",Voter research: $50 (1-hour virtual interview),https://seattle.craigslist.org/see/cpg/d/seattle-voter-research-50-hour-virtual/7217450215.html
65,"

QR Code Link to This Post


Job Description

OneForma, part of Pactera Edge Technologies NA, Inc., are looking for people based in Redmond & Seattle- WA to come to our offices and try some state-of-the-art technology devices so we can give feedback to our client, a giant tech player.

LAST CHANCE to join our Tech Research project in Redmond!

We are looking for only Female participants to help us test out devices. We will be asking you to repeat phrases to the device as we collect the feedback. Some examples include “ whats the weather outside today?” or “Text mom I want pizza for dinner. “

Here is what you need to know:

This is a ONE TIME opportunity !!!!!

The session will last 2-3 hours and will take place in Redmond WA

We are looking for participants who can speak ENGLISH with American accent. Diversity is encouraged! We want people from backgrounds like Asian, Hispanic/latino OR Biracial with an emphasis on POC!
You need to sign an NDA and provide some basic personal information (name, age, gender, height, nationality, ethnicity, etc.) The personal information will be for demographic statistics ONLY.
If you match these requirements, sign up! While applying please leave a good phone number to set up a quick chat.

We’re super flexible and work on weekends too if that’s best for you! And don't worry, we comply with all health and safety regulations. We've got a super safe environment!

Job Types: Part-time, Temporary

Pay: $40.00 per hour

COVID-19 considerations:
We have taken all precautions necessary to maintain a safe and healthy work environment. The office is limiting it capacity to 25% and is constantly sanitized. Temperature checks are taken for everyone entering the office.

Please feel fre call me at 765-586-7344    ",English Speakers Needed! 10 spots left! (45+ years old and above,https://seattle.craigslist.org/see/cpg/d/seattle-english-speakers-needed-10/7217293907.html
66,"

QR Code Link to This Post


Home Based Businesses are Booming in this new COVID WORLD.

Free E Book authored by a 30 million dollar Home Based Business Earner.

This Free E Book  details How to make big money from Home Based Businesses in the New World.

Copy and Paste For Free Book
 breakthru.valtribe.com

If you believe that you can steer ambitious people into our funnels, there is Serious Money awaiting you.
Download this FREE BOOK for valuable information, while seeing an example of just one of our Super Producing Funnels.

 breakthru.valtribe.com

For links to more of our successful Funnels, or for our lucrative compensation programs for promoting them:

Call, Text, or E Mail

Frank 
702-467-6749   


",HOME BASED BUSINESSES,https://seattle.craigslist.org/see/cpg/d/las-vegas-home-based-businesses/7214616046.html
67,"

QR Code Link to This Post


Phare Transportation
“Rocksteady with Integrity!”

Remote Position: Hybrid(In Person/Remote)

Phare Transportation is seeking Logistic Coordinators/Dispatcher/Admin for our Bellevue location in Washington State. This position is responsible for coordinating the day to day activities in for our drivers, BOL(Bill of Lading), FCMSA(Paperwork) Tasks, including providing customer service to the truck drivers. Day and night shifts are required for this role on occasional basis. This is a great opportunity for someone who is flexible and can adapt to change quickly. We are offering “Hybrid” working positions were you would show up 2 days at our physical office and rest at home for example. If that sounds like you, apply today feel free to give us a call or text

These roles start at $500 a Month.

What You Will Do In Your Role
• Provide customer service to the truck drivers, providing them with the appropriate paperwork and filing paperwork.
• Filing clerical paperwork and make sure company is in good standing with FMCSA
• Accurately process shipping paperwork
• Dispatch work for drivers on certain occasions
• Managing the workload of incoming and outgoing freight

The Experience You Will Bring
Requirements:
• High School Diploma or GED
• Experience using Microsoft Excel, Word and Outlook
• Data entry experience
• Willing and able to work any shift to include variable start times, nights, overtime, weekends and holidays

What Will Put You Ahead
• One or more years of office/clerical experience in Trucking Company 
• Experience in clerical, transportation, or inventory control 


Equal Opportunity Employer.
Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.

This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf
or
Email or Call Us Directly!



",Logistic Coordinator/Admin,https://seattle.craigslist.org/see/cpg/d/bellevue-logistic-coordinator-admin/7216545548.html
68,"

QR Code Link to This Post


We are hosting a paid legal focus group on a video conference call on 10/26!

Details and application: http://pipelinerecruiting.net/seattle-legal ",Online legal focus group - 10/26,https://seattle.craigslist.org/see/cpg/d/seattle-online-legal-focus-group/7216295729.html
69,"

QR Code Link to This Post


We are hiring a part-time arcade technician! Arcade technicians must be able to install, maintain, and repair both mechanical and circuitry issues in both retro and new arcade game machines. This involves transporting machines and assembling them by using meters, electrical parts, hand tools, and soldering irons. Arcade game technicians use manuals and wiring diagrams to keep machines in proper order and carry out various diagnostic tests. They need to be able to readily identify the most common problems with components like controls and audio systems.

Technicians need to have a solid understanding of relevant safety procedures and be able to lift heavy objects. 

Pay DOQ. PM us!    ",Arcade technician,https://seattle.craigslist.org/oly/cpg/d/centralia-arcade-technician/7215831631.html
